movieId,tagenc
6944,10860 7784 12239 7784 16516 10860 2792 17357 7784 8665 19064 16516 19064 12180 16516 16516 19064 904 1428 16589 11348 10860 
6945,13595 5729 16249 
6946,1286 1286 14217 14217 17712 17712 
6947,16927 7148 9824 11663 13195 18979 15016 6110 7148 5748 15016 16927 7148 16927 18979 6445 7145 10132 15592 16764 5322 8954 13204 16892 10132 15559 7148 14851 13195 7148 8957 11906 12461 16764 18979 389 13195 7148 16927 18979 16764 18979 7148 13195 7148 16764 6135 6445 6306 13195 7148 6174 9965 13195 7148 18979 16927 11663 13143 13195 13195 6095 18979 9810 9965 13706 15386 6095 6110 16927 9810 11330 13195 7148 16764 16927 6095 13195 7148 16764 16927 7148 15599 7148 1027 13195 7148 16927 7602 1027 11906 13204 16927 18979 8957 7148 13195 7148 16764 9738 10132 11992 13203 15132 6306 7148 17373 13195 6306 7148 14111 14533 18979 389 13706 15386 16927 18827 
6948,14911 16328 15988 14851 13185 2663 13185 14935 14911 16328 
6949,6685 7378 11406 
6950,8246 7079 8246 10055 3028 8144 8246 8684 723 10055 
6951,8989 9527 10382 5558 8989 1937 18907 9810 5558 18907 18124 18907 2032 10421 12365 5558 15465 19072 2330 9810 10434 2403 8989 9527 9810 10382 10421 10434 1937 2032 2403 12365 5558 15465 18907 19072 9810 2403 18124 1937 
6952,9462 13291 6598 16197 17912 17912 6598 2021 16197 9462 6598 17592 18406 17912 16197 9462 6598 6958 16197 15352 16197 2021 16197 9462 12688 16197 6958 6958 17592 6598 16197 6958 
6953,14892 16192 7387 14892 11330 1883 11663 14120 5921 1065 5993 14120 14528 5921 7387 8306 466 5745 7387 466 7387 8306 467 7387 5921 11326 11663 14120 14892 16192 16484 16584 8306 1883 1065 11326 14892 15206 16192 7387 8306 14527 5745 5921 11326 14892 14900 15206 18904 7387 1065 5745 7387 16933 466 1065 10013 1883 11326 14120 14527 5745 5993 5994 16192 16381 16484 16752 7387 8306 14937 9910 11326 11395 14528 15206 18430 18847 8306 5993 1065 7387 17750 1065 5745 7387 466 1065 14937 5745 5993 16752 7387 2209 5745 466 7387 16516 16192 5921 16192 16484 16484 1065 466 14527 16192 8306 14120 1883 14892 5921 7387 1883 14120 14527 14892 16192 16484 8306 5921 468 10689 14528 5745 16624 5921 16192 18584 14892 1065 5745 7387 15206 17373 11326 11330 13740 14900 16444 16484 16584 5921 16192 11326 14120 7387 8306 11663 14146 2663 15357 16192 1065 14892 5745 5921 16192 7387 5921 16192 7387 10132 15206 16192 16516 15440 11966 16192 14120 11663 16933 1806 14892 5921 16192 14527 16933 14527 14892 5921 16192 12995 14527 5921 8306 17750 11943 16933 10608 11326 14120 14892 5921 16381 16584 16751 16752 8306 14111 5805 1145 16974 8306 8344 5921 
6954,1971 12180 12640 13620 14162 6103 15744 18005 5727 2209 2250 6119 12180 6629 16250 2209 12180 13620 16250 14111 8180 6103 18293 1971 2209 12180 12640 14162 6103 15744 16250 
6955,11776 
6956,7963 14083 13162 
6957,8815 10025 5805 17934 1171 1171 10025 1721 8927 13174 17934 973 1171 11597 1721 10025 10025 10578 1721 8815 18976 2994 13174 10025 17934 10025 13125 1171 10025 18976 1721 1171 8927 17934 4261 8047 17934 2330 1086 1171 4406 4867 10025 1721 14633 10025 1721 13125 2985 19019 10025 16981 10025 11709 10025 1171 10025 17934 10025 17934 2010 4867 17934 5805 11709 2985 13125 14633 9916 3359 
6958,2497 13071 2317 12688 13080 
6959,14507 3001 9573 5449 14851 5449 705 1173 3154 14507 5449 18251 9810 5449 18251 18251 5449 10132 2185 11651 3154 
6960,16351 
6961,5994 8989 9024 9624 9024 5041 9024 9810 15357 1428 9024 9624 10190 11761 2620 2680 2763 12857 13376 14111 14373 14528 5109 5127 14876 5993 15650 15659 15903 17140 7950 18763 
6962,14090 
6963,592 10914 12136 12213 6541 17380 5070 10914 12136 12213 18651 592 5728 592 592 592 5728 8180 
6964,5559 76 
6965,14090 492 11822 15904 
6966,11282 18282 10025 11282 15264 17904 18880 1463 7254 7254 7254 15264 7254 7254 17830 12541 13291 18899 10025 11282 13291 7254 17904 17907 18899 1428 2024 2900 4168 15651 16584 18314 11282 13291 17907 18899 
6967,7336 454 995 1585 6965 904 2024 11943 8180 18814 
6968,8957 12541 13291 13358 16656 16806 16862 
6969,10020 15143 4096 4096 5058 11492 15973 
6970,13566 14110 17109 17670 10937 13566 14110 5822 10937 13566 4623 14110 10937 3559 13566 4623 14110 5822 8624 3559 11966 
6971,111 9469 11678 3162 4852 17830 18449 8798 10048 19100 9469 10048 10619 10751 11678 12727 13040 14515 14789 15187 15636 17830 9469 10048 13040 18449 11678 6228 1955 4852 112 3162 17883 18449 8798 3361 4852 9469 10048 10751 11678 13040 15187 15636 17830 18449 11943 4852 17830 8798 111 8917 1721 2708 12243 3162 13384 13415 4225 14114 14257 14745 14989 5805 15655 15982 16065 16484 18449 18597 19100 
6972,14083 14083 8004 
6973,16179 16181 8409 6870 1428 1145 
6974,635 16265 2025 11776 
6975,10188 5463 11570 11570 10188 11113 11570 16837 18407 10188 11287 11444 11570 14209 5463 16541 16837 16502 17047 11570 14209 11287 14209 11444 17047 18407 11570 16758 11444 14209 5463 3449 5463 5463 11287 11444 11570 14209 11570 5463 16758 17047 18407 10188 11113 3449 5463 16502 18407 3449 904 10188 11287 11444 11570 14209 5463 17227 16758 18407 10579 11413 11811 5023 15442 16541 16758 18784 11287 11570 
6976,9210 9328 
6977,18668 11144 11701 13008 8683 1145 
6978,11319 11786 13361 13701 18013 11319 11786 13701 11319 11786 13361 13701 6881 18013 70 1955 6881 11319 13701 864 14279 8051 13333 
6979,10933 10937 9426 3001 287 10893 14747 5722 1838 15346 18847 9426 1838 10893 10933 5344 15346 9426 1838 10935 13024 5722 15346 17308 9426 13024 1838 10937 1838 200 9426 1838 10893 10937 13024 14646 14747 5722 15346 1838 9426 10721 1838 10893 10933 10937 13024 14322 15346 10937 9426 10933 10937 13024 4315 10937 10933 10937 15346 9636 12678 2021 14851 9426 10937 13024 14646 7190 1838 1838 10937 9426 1838 10937 13024 5344 14646 15346 7906 10937 10253 11966 18851 9426 1838 13024 5344 15346 199 1121 7691 1838 10937 13024 14646 15346 1838 10937 
6980,12170 19266 19326 911 14090 3553 14636 
6981,10656 10656 10656 1955 17271 1494 1955 2418 16484 16484 2023 2024 16111 16484 10656 10656 10656 10656 10656 
6982,9036 11771 11833 3722 6005 15866 17487 11833 3722 4034 1955 6826 10706 15520 4034 6005 2025 
6983,8989 6086 126 9824 12352 12843 13589 14979 6084 13229 6999 9810 1608 15520 904 16589 
6984,8989 9518 11079 14053 17638 6513 152 3899 7007 3304 9810 1587 2286 904 16589 8344 
6985,11930 1108 12434 2967 13195 15083 15660 16766 17279 15083 17279 9491 12434 15660 15866 2967 12089 2967 1955 2418 1108 17271 1494 1955 14722 16484 76 1494 15660 1494 14557 17280 1547 1713 13589 14557 14722 16484 2418 16766 904 2023 2967 17279 1713 16484 17280 10194 1108 2967 15442 1955 14453 10194 
6986,13789 10721 11750 11750 13789 1785 13789 13789 1581 2948 6841 13789 17981 17981 12307 4216 11968 905 2024 8359 5768 10721 8344 
6987,909 2851 12670 16197 12088 168 11155 11155 17937 11155 2851 12670 13384 7336 909 7004 11155 16197 12825 13459 19008 12670 2852 11155 1118 7004 11155 7004 11155 12670 17937 1118 13459 11155 11155 11155 904 1428 1895 3157 11943 12670 12670 7336 17937 10395 12304 12670 13384 13588 14114 14322 14900 16122 7336 18439 11155 16197 
6988,1994 9007 1382 11704 2620 13465 5004 11966 1428 2024 2025 8463 10157 10259 10721 11617 11685 12238 2777 12571 13415 13660 14114 14530 14954 5768 15487 15707 16293 16298 16484 18590 
6989,8989 11961 8957 2502 5439 1121 9810 1300 4895 8745 
6990,8989 9573 5975 9573 18449 126 8989 11142 2378 12739 13125 16646 7381 18449 2502 5449 5449 9810 13125 5449 18449 2378 2620 13125 7381 13333 904 1121 1428 9810 9821 2378 13195 7381 
6991,8988 1730 10683 9810 2504 199 904 1121 7884 
6992,5868 16981 1428 
6993,9024 1512 8791 8791 12936 8791 11761 10860 11444 12936 15032 16479 1229 4581 14851 9024 8791 8792 16385 8791 9024 1512 12168 6112 6113 8791 8792 8791 19140 11444 12168 13341 5190 16385 16479 8791 9024 5190 5822 17264 8791 12168 6112 6113 6112 6113 8791 1121 1428 2025 11943 12168 8791 8344 
6994,14090 5469 1428 
6995,801 1621 1621 17439 17439 13458 801 13947 17219 801 1621 
6996,8954 11109 2308 13469 13470 17983 8954 9692 9734 9745 11109 7132 17983 8630 13469 13470 12464 13469 17983 8954 9734 9745 13446 13469 7132 11109 
6997,3908 2079 13985 15599 9989 2158 13985 199 199 615 
6998,8246 14828 16197 
6999,10929 11756 18202 10929 3235 7784 2922 3235 7784 1428 
7000,1362 10350 12823 13361 16265 16709 17285 18756 8930 7643 1362 13125 13125 13361 16709 8416 18627 18756 18756 1752 10055 3234 10860 11142 13125 
7001,16516 9110 9110 16516 9110 11570 2378 4125 4926 6469 16516 8504 18899 11570 4125 4926 16516 8504 11370 13632 9110 11570 2378 4125 4926 16516 6469 4125 4926 16516 16516 9110 11951 13291 15641 16516 16862 9110 11570 3763 11570 18899 1121 2025 14636 11943 8344 
7002,1448 8096 14090 15599 1448 3820 4368 4986 7258 8096 
7003,9429 9469 13889 10976 15636 7805 10020 2935 4173 9468 10695 17691 
7004,9411 9411 9411 801 801 10860 1977 11835 13928 18039 18612 9411 801 18612 8704 13928 9411 3873 8704 10860 9411 10860 3873 9411 13928 801 9411 9411 1977 11835 18612 18612 3880 9411 801 10860 11835 9411 801 801 10860 18612 3880 11835 18039 18612 9411 801 10860 1977 11835 3880 13928 18039 18612 801 1428 1977 
7005,4359 13946 1463 16396 11906 16712 8433 2174 16712 16396 10860 11906 
7006,14963 17952 18229 15357 
7007,1362 1362 11010 1362 11010 12541 3432 13831 1362 1362 15599 199 615 1428 
7008,5987 15592 5987 10992 11570 12327 3408 14417 10431 11372 11570 3408 7185 17487 18770 11946 5987 5987 3805 1084 11570 10992 1084 15955 10992 15353 6266 14257 6266 17130 10992 11570 14417 15648 16999 19153 9419 2025 296 9376 10009 11346 11643 12061 12327 13320 14454 14533 5991 5993 15432 15442 17140 17883 1145 16974 8344 
7009,4580 3803 5686 11588 1428 
7010,5987 4105 15353 
7011,767 6349 541 6348 6350 16484 5718 542 2021 723 10025 10274 14373 14454 14849 14900 5988 5994 15886 16494 18042 
7012,16463 3992 
7013,15189 909 11999 15189 9469 11678 12252 15189 15189 15189 15189 9469 11132 1955 11678 11808 12326 12753 13047 14308 14551 5768 15439 17047 17830 18229 9469 11132 11678 11808 14308 14551 15439 17830 15189 15189 9469 13368 4965 6980 7519 15189 15189 15189 15189 15189 11132 11808 11999 14270 14308 14551 15439 16007 6980 17008 17047 18229 7336 15189 9469 11678 17830 13459 14308 12326 1955 9469 11132 11678 12326 17830 15189 15189 9025 11678 11808 6980 15189 11132 17753 17830 76 9025 284 9469 909 11132 12753 14270 14551 15439 16007 6920 17830 284 909 13459 5768 1593 1955 76 15189 15189 15189 11132 13047 14270 16007 6920 1593 4965 6980 7519 11132 11678 15189 15189 15189 12753 284 13333 15720 11132 11132 15439 15189 15189 15189 15189 15189 904 2023 2024 12753 6416 6980 17008 9469 12326 13459 16007 18229 9469 11678 12753 14270 11678 14308 11943 5768 15189 8344 
7014,5987 4103 4103 6966 1428 
7015,1428 
7016,17611 17634 12242 5410 7920 8415 200 12242 5410 15374 17611 17634 7920 5410 15374 17632 199 615 1121 
7017,8683 17424 9071 18128 17424 4703 8957 9071 8683 1428 
7018,9024 11081 433 12197 3480 11081 1300 3352 3480 6745 16615 9024 433 14027 9810 12197 11079 14902 1428 12197 3480 
7019,11776 14763 
7020,5994 3674 7148 867 10056 5975 867 866 5994 7148 866 14176 3674 5975 
7021,12541 5289 12541 12780 5289 
7022,9838 10992 11679 16806 7968 10247 10992 4035 14422 17945 16806 10069 18899 10247 14422 16806 17450 10992 16806 4035 10247 10992 11679 12085 13316 14422 17945 7968 18904 19057 9810 11763 16806 17945 19057 10249 13708 17450 17946 7968 18899 9810 1631 11763 18904 10247 4035 14422 18904 10992 16806 17945 11763 17945 17450 18899 10992 12829 4035 7968 10960 17753 10247 11763 4035 17945 4035 7968 11679 12085 12829 13706 17945 18904 19057 17945 10992 11403 10992 12837 7657 9838 9810 10992 4035 16222 16806 17945 11763 17945 4750 7968 10992 12499 13706 4035 14422 16854 17943 17945 7968 4035 18584 9810 11763 13706 4035 9810 16806 12078 9322 9810 10247 10992 13706 4035 17945 10992 18904 11763 10247 17945 7968 13060 10992 17945 12085 12829 17945 7968 4035 9322 10992 4035 16854 17945 7968 19057 10992 11679 12078 12085 12499 12829 13706 4035 14422 16222 16806 17598 17943 17945 11763 16806 17943 11968 15105 13316 11763 13706 13708 4035 905 17943 11943 4035 7657 9322 9838 10992 2411 11679 12078 12309 12499 12572 12829 13706 15366 16222 7323 16854 17598 17943 17945 18039 8180 18524 19057 11763 4035 10247 11763 4035 17945 7968 10069 12085 14422 10992 
7023,12420 16254 12596 1649 1649 12596 12606 12611 12956 12609 14420 19065 674 298 10190 12596 19065 12596 674 3763 10190 15720 12596 12611 298 10796 11211 12120 2763 12956 13101 13660 14114 14831 14832 5992 15620 15647 7644 19064 
7024,910 13871 9793 10955 10992 11570 16329 16758 17454 18407 10048 10955 11570 13071 14301 12217 11570 10992 11570 18407 16758 18407 9793 10992 11570 13071 16329 16758 17454 18225 18407 1955 6490 9793 9810 10992 18407 16329 18407 10955 16758 2025 10955 11570 13697 6490 17454 18225 910 6490 18407 
7025,8957 9025 11663 13204 13291 16685 17360 17579 7208 18979 8798 4661 4907 8798 3763 3059 13204 8798 16589 8798 
7026,211 10860 4755 1491 
7027,199 4706 2082 4700 4706 200 4700 4880 19105 199 7884 1300 2082 4334 4700 4706 4880 7359 19105 
7028,9790 10797 11055 13309 10798 1161 9790 13125 5190 5822 9790 
7029,10619 11132 12984 14301 14311 17147 11535 17450 2129 13528 17147 15357 1121 
7030,6864 12678 
7032,1801 12444 5430 16584 4858 5430 15354 15357 
7033,9024 13559 5469 5469 5822 7656 1121 
7034,9009 13267 14083 14828 17164 18090 14083 9011 14083 10011 10913 11651 16265 19286 10890 16265 17450 18070 14083 7189 17164 10890 14083 14828 17164 17398 17450 9009 10890 13267 14083 17450 17705 9009 10890 16265 11078 16987 10890 14083 11491 9009 13267 14083 14828 16253 16265 17398 16987 10890 12502 16265 17398 17450 9009 10890 12596 13267 17398 17450 9009 10011 12502 14083 14828 17164 17398 18090 14083 14083 9899 10011 17450 152 5083 9009 10890 14083 16026 16854 17164 16381 16751 17774 18070 9009 11679 12502 13267 14083 14083 12596 14083 16253 17398 17558 16983 9009 10890 14083 5083 16026 16381 16685 17164 17398 16977 9009 10011 10890 10913 11679 12502 13267 14083 14828 16026 16265 17164 17398 17450 18070 18090 18912 9009 1029 14083 14828 17398 17450 10281 13267 14083 17164 17398 18090 12596 8913 9009 10004 10796 10890 11314 11498 11531 11679 2774 12502 12721 13958 14114 14828 5682 15532 16026 16162 16854 16958 7189 17164 17328 7194 17450 17705 8004 18912 19118 1145 16974 10890 14083 17398 13267 14083 
7035,10562 8957 12530 15555 199 1121 7691 14835 
7036,5469 13162 19100 19099 3577 5469 9838 18619 8181 13162 5469 19099 13162 19099 5469 7026 10860 19099 13162 19100 1121 6360 
7037,6348 6350 
7038,1446 1454 3202 3619 8474 1446 
7039,3293 5770 1428 
7040,8741 15357 2025 
7041,3119 8954 8972 8976 11443 11994 12455 15264 16920 17744 
7042,17164 15408 14557 5988 17164 70 4106 17164 17664 14373 14557 15353 17164 12490 12936 14557 15352 15377 16022 17170 19271 19321 19326 
7043,10048 10913 14528 16438 18770 4108 1955 4108 4108 904 
7044,4862 5868 5993 5994 8731 2155 5868 19158 9469 13038 18674 9469 9479 10025 11678 12139 13038 4862 5868 17147 18674 8731 2155 4862 19158 2155 5868 10025 2155 17937 9469 2155 5993 5711 9810 15357 2155 3231 5868 16977 17753 2155 11943 14111 15442 9469 9810 10025 2155 4862 5868 8731 3231 8344 
7045,8989 9586 9810 19193 19196 8989 9586 5869 9810 6924 9824 12178 7336 
7046,8989 19193 19196 3908 16987 3908 9810 19193 18825 3908 16987 3908 16987 18825 199 615 2025 
7047,8957 14530 15357 199 615 1121 1428 
7048,5282 8158 2994 5282 8158 7789 5282 7789 8158 18824 
7049,840 840 840 
7050,840 840 5258 840 68 73 904 1428 840 
7051,14090 13528 8791 15720 2024 
7052,4627 904 
7053,840 14090 840 8733 840 840 2943 3831 
7054,8989 9568 9810 10721 2563 5419 9810 5043 
7055,840 840 3141 840 904 1415 1428 2023 2024 840 5768 
7056,8734 12750 904 1428 2024 12584 3961 4094 6584 4255 5768 8344 
7057,14090 8737 6095 904 1428 3961 6054 7486 
7058,12168 10721 12168 5451 904 
7059,678 2375 2563 5534 1770 13305 281 6113 6113 904 5768 
7060,8982 10651 13963 14926 16488 1250 16484 7021 13789 1027 7021 648 5704 12936 13789 5932 13789 648 9810 1027 1143 1340 10633 1713 12936 4216 16484 16662 13789 10651 15720 12936 7021 1143 12936 14926 16484 16662 7021 13789 199 615 13789 13789 
7061,15061 8996 9273 9275 1027 11337 14248 14502 14530 18111 18201 14090 1123 2513 18111 281 904 
7062,16076 4354 10003 16076 281 16589 1397 8101 
7063,15408 13071 17830 18108 10970 7660 18904 17396 4761 8679 9029 8679 1121 11678 8679 9025 565 11199 11678 2536 3156 4761 15319 6383 16637 17373 7660 8679 8679 11678 13589 14521 15377 7660 17830 8679 11199 13589 4761 17373 2536 4761 14521 8679 8679 2536 11678 13589 14521 17830 8679 8954 11886 13071 4761 17744 565 10970 12082 13204 14521 7660 1121 2025 14521 17396 7660 17830 8679 3512 14521 14533 13589 4761 15377 17830 8679 13071 3512 13589 15377 17830 18108 8344 
7064,17841 9469 11808 12189 14308 17830 17971 4089 13459 11279 1955 1516 4034 1955 4089 6826 9469 11808 12139 4089 1415 2025 12139 9469 11943 12139 4089 17830 
7065,1762 4788 2851 77 8699 14198 8699 1118 1994 576 10020 10704 10992 4788 16298 280 904 2025 5768 16298 4788 
7066,14854 9793 10899 3602 3709 13961 14114 
7067,11678 12189 2761 13040 17830 19121 1955 1955 2824 2824 904 3874 
7068,11372 13876 10459 11372 11808 11831 11911 13040 14789 17830 11678 13040 10061 10459 425 1955 12124 9211 10459 11808 11831 13040 14789 1121 11831 13040 11943 14755 
7069,8996 15825 7059 7486 17189 7059 7486 8996 14420 15825 1955 7059 15599 7486 9818 7486 15825 7486 3763 7486 7906 11943 9469 11279 12967 7059 7486 8345 
7070,11223 4420 4420 2585 817 1955 3660 12787 904 11943 3660 5768 
7071,10048 10431 10751 12434 13668 15866 17487 18108 10751 11537 13589 13668 5147 14557 14711 11395 14198 1955 1955 4331 1955 11537 13668 15866 5147 13589 14557 3763 11395 11537 5147 14557 15866 17487 18108 10048 14557 6409 2025 13668 5768 
7072,909 6112 4351 19105 1955 4351 280 6112 6112 16502 904 4420 14111 
7073,3800 1201 1830 3800 6436 3562 17357 18564 1229 3800 6436 6436 6436 1201 282 1201 6436 17357 6436 1830 282 1428 16589 6436 
7074,282 1405 7570 1405 2375 282 2025 
7075,2083 15754 17313 14851 14430 2083 5404 5935 14507 2620 14507 13174 8416 8957 10721 2083 12139 12541 3211 13927 14537 14926 15754 17357 19121 282 17964 2620 14507 14926 16712 904 8563 996 2083 12289 14507 14926 17964 19121 996 2083 12289 14633 5768 
7076,10382 11249 12967 14467 17487 18108 18326 10382 11249 12434 12967 14467 17487 18108 10382 10382 7787 7787 18326 7787 2502 10382 7787 6448 10382 10382 3926 14467 5992 7787 18108 10382 7787 284 10382 12967 7787 2502 905 12967 5992 7001 17487 7787 10382 11943 7787 7787 5768 10382 11249 12967 7787 7787 3926 5992 7787 8344 
7077,1994 904 14114 16335 
7078,6091 1123 8757 6091 6113 1123 6091 
7079,8989 9607 1027 10020 11368 14900 18407 19212 990 12164 13019 13365 7336 8737 95 9810 10020 2899 6266 8517 11498 8989 9607 9810 990 10020 6266 8517 904 2023 2024 
7080,77 1401 4991 9810 10020 283 904 723 5768 8344 
7081,5153 14090 8682 14090 5153 904 1428 2769 
7082,15488 10721 2382 1521 2382 7061 2229 1521 2229 
7083,4598 
7084,13453 16457 16685 8791 8791 15032 1229 3563 16457 8791 9818 13453 2280 7280 8791 2025 11943 8791 8791 
7085,10721 2382 13386 7020 2382 7061 14090 5932 904 
7086,8989 8996 4034 734 1955 4939 76 3109 17646 17646 2025 17246 
7087,8989 684 9530 1029 16298 17164 18490 2153 684 16298 2459 3803 14160 15613 2459 6113 904 1121 462 1027 14160 
7088,18759 9469 10011 10913 14308 15660 4034 10011 1955 3763 199 2025 7691 11943 3231 6103 
7089,11678 2461 13361 5118 15219 16265 16810 7194 7939 18990 11678 2461 1955 2824 2824 110 3877 17398 904 1121 6103 11678 12217 15219 7194 
7090,9469 10846 14422 15751 19290 14422 9469 14046 14308 15660 9469 1018 1649 2637 14422 9176 4219 8831 1649 9865 10695 13416 13125 9469 17830 18556 9469 2637 14308 15660 18928 13977 14422 11518 11519 15904 16118 16120 18556 9469 4219 13977 14422 15525 9176 9469 9879 1647 10695 14422 15904 18899 18928 10622 14422 19290 19336 9176 9469 10695 10844 18928 19290 3763 15032 9469 9865 14422 17863 18928 9176 2637 14422 18924 335 1971 4719 14422 1229 9176 14422 9176 1018 10844 18928 335 9176 9469 1647 10844 2637 14422 15660 18928 8831 8872 19290 9469 14422 13459 9176 1018 1647 10695 4219 14422 18928 1018 1647 2637 4219 4719 14422 18928 3166 12104 16120 14422 15660 15890 18719 9879 18928 9176 9469 1018 10844 2637 15660 18928 5727 9879 13977 18928 9176 9469 1018 1647 14422 13790 9176 10695 2637 14422 18928 9176 2637 12104 4219 8867 17940 4219 14422 18928 9176 14422 9176 9469 10844 2637 14422 18928 9469 10695 2637 14308 14422 15660 17793 17830 18928 8831 11750 12940 9176 10844 18899 19290 9176 17793 9176 14422 2663 1647 14422 13756 16781 17983 9176 9469 1018 10695 4219 13977 14422 16337 17830 18928 11659 9176 14422 4219 14422 1018 19290 1018 10695 10844 13459 15246 15720 9469 1649 2637 14422 18928 10253 4219 18928 6010 9879 10194 335 9176 1018 2637 4219 13977 14422 18899 18928 335 9176 9469 1018 10841 11519 2637 4219 13977 17830 18587 18928 19290 9176 4609 10322 11776 5805 16118 10844 14422 18928 10622 14422 16118 16120 9176 12104 14422 14422 9176 9469 17830 18928 
7091,5301 5302 5301 1775 5302 5301 5938 1775 5302 282 904 2024 5302 8930 5302 8930 12425 17357 17556 
7092,8989 1770 9024 9810 4924 7152 904 18430 126 9024 9404 9410 9565 10721 11265 11299 2777 12446 12840 12995 13164 13303 13611 13775 14104 4821 14806 14831 15485 7152 17029 17030 17264 7636 18442 18659 8496 
7093,16524 14090 1179 1428 3907 8627 
7094,5993 15357 
7095,5993 1121 
7096,9431 9423 14851 9427 9423 9427 9431 11592 
7097,10132 17386 
7098,4321 7118 904 
7099,14989 3502 7845 7845 9025 12200 12203 3502 15973 11767 12200 3502 17779 17830 18108 9303 3502 9303 3502 15973 16862 17779 3502 7845 9025 9303 10877 12200 12203 12206 5614 14989 15973 16862 7845 11771 11774 17830 18108 3502 7845 11927 12203 16862 5614 12200 15973 7845 11767 7845 3502 5614 7845 14989 7845 12203 3502 15973 16862 7845 9303 10721 11767 4035 16862 13834 15973 16862 15973 9303 13085 16862 7845 15973 7845 9303 3502 5708 7845 9303 7845 11767 11927 3502 15973 17779 18979 10890 11927 12203 12936 3502 4035 17691 7845 18979 3502 4035 15973 16862 15973 9025 10721 17779 7845 9025 11927 15973 17691 9303 9103 9303 7190 18979 3502 4035 7845 10877 9025 9103 5614 15973 16862 17779 18979 12936 3502 9303 10973 11767 11771 7845 18979 10877 10890 11767 15973 9303 5614 11767 15973 17779 7845 15698 3502 9303 3502 18584 9303 11767 11771 11792 12200 3502 15973 16862 17779 7845 7845 16862 3502 7845 9303 11767 11792 11927 3502 15973 7845 9303 9303 7845 11927 9025 12200 12203 5614 9303 9025 9303 10721 10877 11767 11792 11927 12200 12203 3502 4035 5614 14989 15973 16862 17691 17779 7845 17830 18108 18979 9025 9103 9303 10721 10877 11767 11927 12200 12203 3502 4035 5614 14989 15973 16862 17779 7845 17830 18108 18979 9025 9303 12200 12203 12206 3502 16862 19337 7845 19345 11767 12200 12203 12206 3502 5614 16862 7845 3502 5614 7845 3502 15973 16862 17779 7845 9025 9303 10877 2021 11767 11927 12200 3502 4035 4289 15973 16862 17779 7845 18979 12203 15973 7845 9303 9360 10268 11792 11927 3502 4035 5172 6298 15973 16122 7845 18152 8065 17064 10973 14955 17792 3649 12936 14533 7845 
7100,11776 17769 1428 
7101,16147 18421 5975 5468 5983 5975 5993 1856 12502 5469 5986 17398 18421 5469 5469 15357 10132 1428 5469 5994 
7102,984 15651 17839 8219 14989 17602 15651 8219 8226 9808 15651 15881 8219 15312 1121 
7103,8229 14556 14557 
7104,9954 2975 11199 11524 2334 199 615 904 1121 1415 
7106,4105 6103 
7107,9087 11752 16782 9087 11752 16782 1121 14110 
7108,18847 3918 3918 
7109,5987 4388 14090 15353 14114 5987 5988 7652 
7111,9469 11648 14046 17970 18054 2153 6095 6095 6112 199 904 7882 6980 
7112,10217 14090 4487 14636 
7113,14347 9810 10837 15002 17218 17364 18520 31 32 36 40 41 46 49 50 57 58 65 73 81 82 87 88 
7114,8757 9810 13925 11966 904 
7115,17047 17830 9469 11132 11138 2090 13091 17830 9469 11132 14301 14551 17830 3172 10187 11138 2090 13091 3874 14551 2090 3172 2090 10685 3172 3874 3172 
7116,15488 10721 2967 17952 16502 13459 13459 1955 2500 5919 15464 1955 3543 10721 1955 14963 17952 13459 15464 2500 2899 13459 14963 904 2023 15464 11943 8180 3543 7584 
7117,13291 5948 13291 13291 13291 12465 7848 13291 13291 
7118,9297 16331 16862 9151 9303 16862 9303 9151 9193 9297 10721 13600 18619 9151 9193 11492 9193 9303 8180 9151 17535 9303 17528 9303 16862 9151 9303 8180 
7119,2104 2432 5415 6326 5822 18966 2106 2432 
7120,894 13702 17796 18589 12078 19099 15357 19100 
7121,11083 17670 399 11081 3559 4627 282 4627 2022 399 282 11081 3559 3559 3117 4623 7689 18802 11081 14055 3559 282 5768 11081 904 4627 7689 5768 5728 
7122,6475 904 1121 430 9360 3098 13119 13588 5991 
7123,9613 2129 11570 11678 11704 13040 5147 19072 8989 9613 2129 11678 11704 13040 11372 11570 11678 13040 13361 15636 17147 17937 2129 11678 17937 9613 11570 11678 11704 13040 15206 17147 17937 19072 11704 13040 15408 11570 11704 13040 17937 19072 11161 13040 15206 17937 8752 11161 15714 17937 18601 19072 11678 13040 17147 17937 1955 2129 2129 11570 5147 1955 2129 13040 17937 19172 11696 5147 9810 11704 13589 11161 13333 11966 11704 13040 5147 15206 8752 11704 14111 11570 11678 11704 13040 5147 19072 19172 
7124,11592 11592 11704 13090 14412 18847 16552 11592 7082 15599 11704 13204 14412 11592 11595 14411 2023 9400 11592 11704 
7125,12596 15078 15988 12596 14090 12596 15276 56 
7126,10048 11249 11648 11651 11648 5993 18326 14090 1955 4331 2025 13333 
7127,18276 
7128,3001 486 3404 1955 9810 3404 7190 904 2023 8463 11631 
7129,4435 
7130,10008 11249 13695 13701 18770 19201 19286 11249 19286 10217 4412 6091 7906 7425 904 
7131,2230 904 
7132,5301 5301 5301 10860 5301 7260 3360 3478 14910 15485 18940 5302 15485 19203 282 5301 15485 15720 904 2024 3360 3478 14910 1775 10860 3360 16806 19201 5768 
7133,1121 7770 7769 
7134,1955 1955 12200 4852 17937 8138 1955 4852 11492 4852 15973 15973 2708 4852 15973 2708 
